관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
41287-00046,탄현일단의주택지168(탄현호곡),어린이공원,,경기도 고양시 일산서구 탄현동 1634-2,37.70212398,126.7661657,1657,배드민턴장+체력단련시설,시소+흔들놀이대,,,,2006-10-02,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00047,킨텍스수변공원(국제전시2단계),수변공원,,경기도 고양시 일산서구 대화동 2725,37.66199587,126.7396843,12482.9,,,,,,2007-07-13,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00048,국제전시2단계(제1호체육공원),체육공원,,경기도 고양시 일산서구 대화동 2708,37.6639667,126.7364513,25374,,,,,,2007-07-13,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00049,킨텍스2단계(킨텍스온누리),역사공원,경기도 고양시 일산서구 경의로 849,경기도 고양시 일산서구 덕이동 265번지,37.69328797,126.7589475,17019,,,,,,2008-10-31,경기도 고양시,031-929-4800,2022-09-17,3940000,경기도 고양시
41287-00050,탄현주상복합(숯고개향나무),어린이공원,,경기도 고양시 일산서구 탄현동 173-3,37.69335193,126.7635462,4733,체력단련시설,조합놀이대+흔들놀이대+놀이집,,,,2009-01-16,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00051,문화공원1,문화공원,,경기도 고양시 일산서구 대화동 2600-1,37.66849283,126.7418374,8587,,,,,,2009-06-26,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00052,문화공원2,문화공원,,경기도 고양시 일산서구 대화동 2600-2,37.66736675,126.7444235,21264,,,,,,2009-06-26,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00053,국제전시2단계(제1호문화공원),문화공원,,경기도 고양시 일산서구 대화동 2718,37.66684436,126.743246,7524,,,,,,2009-10-31,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00054,농업체험,근린공원,경기도 고양시 일산서구 대수길 31-5,경기도 고양시 일산서구 대화동 2316번지,37.67473275,126.7387386,29812,체력단련시설,,,,,2013-03-15,경기도 고양시 푸른도시사업소,031-8075-4341,2022-09-17,3940000,경기도 고양시
41287-00055,고양생태,근린공원,경기도 고양시 일산서구 대화로 315,경기도 고양시 일산서구 대화동 2330번지,37.68394896,126.7441279,56712,,,,생태교육학습센터,,2013-03-15,경기도 고양시 푸른도시사업소,031-8075-4341,2022-09-17,3940000,경기도 고양시
41287-00056,고양피크닉시민공원,근린공원,경기도 고양시 일산서구 대화로 355,경기도 고양시 일산서구 대화동 2337번지,37.68536054,126.7486216,18125,게이트볼장+족구장+체력단련시설,조합놀이대,,,피크닉장,2013-03-15,경기도 고양시 푸른도시사업소,031-8075-4341,2022-09-17,3940000,경기도 고양시
41285-00072,파란,소공원,,경기도 고양시 일산동구 중산동 1853,37.67939508,126.7904581,1007,,,,,,2015-06-30,경기도 고양시 일산동구청,031-8075-6262,2022-09-17,3940000,경기도 고양시
41285-00073,백마,근린공원,,경기도 고양시 일산동구 마두동 111-2(725),37.656886,126.790753,20490,,,,,,1990-03-31,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00057,국제전시장,근린공원,,경기도 고양시 일산서구 대화동 1050-176 일원,37.665586,126.756364,52346,,,,,,2003-04-21,경기도 고양시 푸른도시사업소,031-8075-4341,2022-09-17,3940000,경기도 고양시
41285-00074,하늘(일산2-3),근린공원,,경기도 고양시 일산동구 중산동 1795,37.677272,126.784189,9895,,,,,,2002-01-05,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41285-00075,수변공원,근린공원,,경기도 고양시 일산동구 장항동 1097일원(1785-1),37.659647,126.758559,81511,,,,,,2005-04-21,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00058,킨텍스2단계(킨텍스온누리),근린공원,,경기도 고양시 일산서구 대화동 2721일원,37.663949,126.746905,16358,,,,,,2007-07-13,경기도 고양시 푸른도시사업소,031-8075-4341,2022-09-17,3940000,경기도 고양시
41285-00076,모당,근린공원,,경기도 고양시 일산동구 중산동 1832 일원,37.678206,126.780128,17237,,,,,,2015-06-30,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41285-00077,풍동,어린이공원,,경기도 고양시 일산동구 풍동 800,37.663053,126.7957747,1659,,,,,,2001-12-31,경기도 고양시 일산동구청,031-8075-6263,2022-09-17,3940000,경기도 고양시
41287-00059,덕이어린이1(샘물),어린이공원,,경기도 고양시 일산서구 덕이동 338-21,37.70386405,126.7526057,2877,,,,,,2006-01-31,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
48330-00132,평산근린공원,근린공원,,경상남도 양산시 평산동 584,35.38596298,129.1414937,20672,체력단련시설,어린이놀이터,"화장실,파고라",야외무대,"조경시설,산책로",2012-09-06,경상남도 양산시,055-392-6212,2022-09-23,5380000,경상남도 양산시
41287-00021,도화,어린이공원,경기도 고양시 일산서구 일산로 604,경기도 고양시 일산서구 일산동 1043번지,37.68229664,126.7622449,4999,체력단련시설,조합놀이대+정글짐+시소+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00022,윗말,어린이공원,경기도 고양시 일산서구 고봉로 189-3,경기도 고양시 일산서구 일산동 1095번지,37.6771276,126.7736303,6400,체력단련시설,조합놀이대+그네+시소+흔들놀이대+회전놀이대,화장실,,,1991-06-29,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00023,후동,근린공원,,경기도 고양시 일산서구 일산동 1400,37.6784201,126.7669398,19195,체력단련시설,,,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00024,이물재,어린이공원,경기도 고양시 일산서구 고봉로 143-3,경기도 고양시 일산서구 주엽동 39번지,37.67265539,126.7718758,5701,체력단련시설,조합놀이대+정글짐+그네+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00025,문촌,어린이공원,경기도 고양시 일산서구 주엽로 173-4,경기도 고양시 일산서구 주엽동 10번지,37.67482614,126.7581874,4901,체력단련시설,조합놀이대+그네+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00026,주엽,근린공원,경기도 고양시 일산서구 주화로 65-3,경기도 고양시 일산서구 주엽동 118번지,37.66760303,126.7594579,19614,체력단련시설,,,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00027,백암,어린이공원,경기도 고양시 일산서구 주엽로 107,경기도 고양시 일산서구 주엽동 130번지,37.66954988,126.7553261,7875,야외배드민턴장+체력단련시설,조합놀이대+그네+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00028,오거리,어린이공원,경기도 고양시 일산서구 주엽로 220-4,경기도 고양시 일산서구 주엽동 34번지,37.67618198,126.7647349,4001,,조합놀이대+그네+시소+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00029,오마,어린이공원,경기도 고양시 일산서구 주엽로 220-4,경기도 고양시 일산서구 주엽동 34번지,37.67618198,126.7647349,5700,체력단련시설,조합놀이대+그네+시소+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00030,강재,어린이공원,경기도 고양시 일산서구 강성로 126,경기도 고양시 일산서구 주엽동 52번지,37.67254864,126.7633732,4000,,조합놀이대+그네+시소+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00031,궁골,어린이공원,경기도 고양시 일산서구 고봉로 91-3,경기도 고양시 일산서구 주엽동 55번지,37.66966031,126.7699016,6901,체력단련시설,조합놀이대+정글짐+그네+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00032,문화,근린공원,,경기도 고양시 일산서구 주엽동 77,37.67543441,126.7648512,40373,체력단련시설,,,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00033,강선,근린공원,경기도 고양시 일산서구 강성로 124,경기도 고양시 일산서구 주엽동 78번지,37.67117101,126.7620628,34384,다목적운동장+체력단련시설,,,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00034,회화,어린이공원,경기도 고양시 일산서구 고봉로 25-3,경기도 고양시 일산서구 주엽동 91번지,37.66549413,126.763545,3803,체력단련시설,조합놀이대+정글짐+시소+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00035,숯고개,근린공원,경기도 고양시 일산서구 산현로 33,경기도 고양시 일산서구 탄현동 1580번지,37.69071006,126.7649935,10027,다목적운동장+체력단련시설,조합놀이대,,,,1997-01-21,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00036,가좌,근린공원,경기도 고양시 일산서구 송산로 387-7,경기도 고양시 일산서구 가좌동 1098번지,37.68619741,126.7216817,50155,게이트볼장+실내배드민턴장+체력단련시설,조합놀이대,,,,2001-06-22,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00037,송포,근린공원,,경기도 고양시 일산서구 대화동 1495-1,37.67030086,126.7301278,8968,족구장+체력단련시설,조합놀이대,,,,2001-06-22,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00038,호미걸이,근린공원,,경기도 고양시 일산서구 대화동 1653-6,37.67214029,126.7340445,10111,체력단련시설,조합놀이대,,,,2001-06-22,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00039,레포츠,체육공원,경기도 고양시 일산서구 대화로156번길 39,경기도 고양시 일산서구 대화동 2314번지,37.66991791,126.7371001,45798,축구장+게이트볼장+농구장+인라인스케이트장+테니스장+실내배드민턴장+체력단련시설,조합놀이대,,,,2002-12-31,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00040,덕이어린이4(한별),어린이공원,,경기도 고양시 일산서구 덕이동 374-12,37.69818595,126.7531957,2748,체력단련시설,조합놀이대+흔들놀이대,,,,2006-01-31,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00041,덕이어린이3(잎새),어린이공원,,경기도 고양시 일산서구 덕이동 582-2,37.69871779,126.7525033,3059,체력단련시설,조합놀이대+흔들놀이대,,,,2006-01-31,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00042,덕이근린2,근린공원,,경기도 고양시 일산서구 덕이동 산131-7,37.69601631,126.7494325,18852,체력단련시설,,,,,2006-01-31,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00043,덕이어린이2(아지랑이),어린이공원,,경기도 고양시 일산서구 덕이동 산142-4,37.69942629,126.7524671,2281,체력단련시설,조합놀이대+흔들놀이대,,,,2006-01-31,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00044,덕이근린1,근린공원,,경기도 고양시 일산서구 덕이동 산145-1,37.70169688,126.754474,45701,풋살구장+농구장+족구장+실내배드민턴장+체력단련시설,조합놀이대,,,,2006-01-31,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41285-00068,식사근린2(식사중앙),근린공원,,경기도 고양시 일산동구 식사동 1535,37.67713276,126.8119333,31578,체력단련시설,그네+시소+조합놀이대+흔들말,화장실,,,2005-08-24,경기도 고양시 푸른도시사업소,031-8075-4337,2022-09-17,3940000,경기도 고양시
41285-00069,식사근린3(방아고개),근린공원,,"경기도 고양시 일산동구 식사동 1569,1578",37.67423648,126.8110443,15220,야외배드민턴장+체력단련시설,,화장실,,,2005-08-24,경기도 고양시 푸른도시사업소,031-8075-4337,2022-09-17,3940000,경기도 고양시
41285-00070,일산문화공원,근린공원,,경기도 고양시 일산동구 장항동 845,37.65948674,126.7726989,59048,,,화장실,,,2008-10-31,경기도 고양시 푸른도시사업소,031-8075-4337,2022-09-17,3940000,경기도 고양시
41285-00071,문화공원(요진Y-City),문화공원,,경기도 고양시 일산동구 백석동 1237-1,37.64336554,126.7920516,5742,,,,,,2010-02-02,경기도 고양시 푸른도시사업소,031-8075-4337,2022-09-17,3940000,경기도 고양시
41287-00001,탄현근린,근린공원,,경기도 고양시 일산서구 탄현동 산16,37.69998903,126.7752129,90598,족구장+배드민턴장+체력단련시설,,,,,1974-05-16,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00002,탄현 1(황룡),어린이공원,경기도 고양시 일산서구 탄현로 73,경기도 고양시 일산서구 탄현동 1475번지,37.697663,126.7673758,1500,체력단련시설,조합놀이대+그네+시소,화장실,,,1990-12-19,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00003,탄현 3(현중),어린이공원,경기도 고양시 일산서구 현중로 56,경기도 고양시 일산서구 탄현동 1478번지,37.69559116,126.7675316,1500,체력단련시설,조합놀이대+그네+흔들놀이대,화장실,,,1990-12-19,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00004,탄현 4(숯고개),어린이공원,경기도 고양시 일산서구 홀트로 16-2,경기도 고양시 일산서구 탄현동 1486번지,37.6937357,126.7662094,1500,체력단련시설,조합놀이대+흔들놀이대+놀이집,화장실,,,1990-12-19,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00005,탄현 5(탄현),어린이공원,경기도 고양시 일산서구 현중로36번길 20-2,경기도 고양시 일산서구 탄현동 1495번지,37.69382211,126.7688736,1501,체력단련시설,조합놀이대+그네+흔들놀이대,화장실,,,1990-12-19,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00006,탄현 6(탄중),어린이공원,경기도 고양시 일산서구 탄중로233번길 16,경기도 고양시 일산서구 탄현동 1501번지,37.69423204,126.7709827,1494,체력단련시설,조합놀이대+그네+흔들놀이대+철봉,화장실,,,1990-12-19,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00007,탄현 2(황룡산),어린이공원,,경기도 고양시 일산서구 탄현동 1554,37.6975013,126.7713453,1811,체력단련시설,조합놀이대+흔들놀이대+암벽오르기,,,,1990-12-19,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00008,중산 10(한뫼),어린이공원,,경기도 고양시 일산서구 일산동 1557-1,37.6944898,126.777247,4962,체력단련시설,조합놀이대+흔들놀이대,,,,1991-05-31,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00009,중산 10(한뫼),근린공원,경기도 고양시 일산서구 탄중로 284,경기도 고양시 일산서구 일산동 1558번지,37.69355743,126.7762593,27167,체력단련시설,,,,,1991-05-31,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00010,호미걸이(새말),어린이공원,경기도 고양시 일산서구 웅비로12번길 5-21,경기도 고양시 일산서구 대화동 2008번지,37.68443535,126.7577169,3987,체력단련시설,조합놀이대+그네+시소,,,,1991-06-29,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00011,토성,어린이공원,경기도 고양시 일산서구 성저로50번길 23,경기도 고양시 일산서구 대화동 2065번지,37.68417826,126.7541354,3659,체력단련시설,조합놀이대+그네+시소+흔들놀이대,,,,1991-06-29,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00012,왕산,어린이공원,경기도 고양시 일산서구 성저로 24-2,경기도 고양시 일산서구 대화동 2092번지,37.68187568,126.7515212,4326,체력단련시설,조합놀이대+그네+시소,화장실,,,1991-06-29,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00013,성저,근린공원,경기도 고양시 일산서구 일산로 655,경기도 고양시 일산서구 대화동 2104번지,37.68232402,126.7562364,50334,다목적운동장+체력단련시설,,,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00014,가와지,어린이공원,경기도 고양시 일산서구 일산로695번길 47,경기도 고양시 일산서구 대화동 2113번지,37.67989046,126.7557898,1994,,조합놀이대+그네+흔들놀이대+철봉,,,,1991-06-29,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00015,장성,어린이공원,경기도 고양시 일산서구 강성로214번길 41-10,경기도 고양시 일산서구 대화동 2166번지,37.67679795,126.7538503,4798,체력단련시설,조합놀이대+그네+흔들놀이대+철봉+평행봉,화장실,,,1991-06-29,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00016,대화,근린공원,경기도 고양시 일산서구 강성로 203,경기도 고양시 일산서구 대화동 2201번지,37.6742656,126.7538961,45798,체력단련시설,,,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00017,양촌,어린이공원,경기도 고양시 일산서구 일산로 732-3,경기도 고양시 일산서구 대화동 2211번지,37.67815864,126.7491532,6555,체력단련시설,조합놀이대+그네+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00018,김서,어린이공원,,경기도 고양시 일산서구 대화동 2235,37.67363707,126.7460472,3002,체력단련시설,조합놀이대,,,,1991-06-29,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
41287-00019,장촌,근린공원,경기도 고양시 일산서구 중앙로 1525,경기도 고양시 일산서구 대화동 2241번지,37.67402156,126.7515073,16574,체력단련시설,,,,,1991-06-29,경기도 고양시 푸른도시사업소,031-8075-4343,2022-09-17,3940000,경기도 고양시
41287-00020,강서,어린이공원,경기도 고양시 일산서구 호수로838번길 55-7,경기도 고양시 일산서구 대화동 2265번지,37.67219634,126.750729,3217,체력단련시설,조합놀이대+정글짐+시소+흔들놀이대,화장실,,,1991-06-29,경기도 고양시 일산서구청,031-8075-7266,2022-09-17,3940000,경기도 고양시
11305-00036,상산,어린이공원,,서울특별시 강북구 수유3동 224-4,37.6383561,127.0240152,972.9,,조합놀이대+그네+시소,,,,1965-11-08,서울특별시 강북구청,02-901-6952,2022-08-21,3080000,서울특별시 강북구
11305-00037,흰구름,소공원,,서울특별시 강북구 수유2동 252-16,37.6459856,127.0204707,214,,,,,,1990-06-08,서울특별시 강북구청,02-901-6952,2022-08-21,3080000,서울특별시 강북구
11305-00038,보등골,어린이공원,,서울특별시 강북구 인수동 605-209,37.6350571,127.0184273,869,,조합놀이대+그네+시소,,,,1999-02-19,서울특별시 강북구청,02-901-6952,2022-08-21,3080000,서울특별시 강북구
11305-00039,수유일공원,어린이공원,,서울특별시 강북구 수유1동 605-389,37.6307116,127.0170455,2632,,조합놀이대+그네+등,화장실,,,2005-09-15,서울특별시 강북구청,02-901-6952,2022-08-21,3080000,서울특별시 강북구
11305-00040,새싹,어린이공원,,서울특별시 강북구 수유3동 134-40,37.6361119,127.0195804,651,,조합놀이대+시소,,,,,서울특별시 강북구청,02-901-6952,2022-08-21,3080000,서울특별시 강북구
11305-00041,푸른,어린이공원,,서울특별시 강북구 인수동 516-44,37.6384972,127.0084905,992,,조합놀이대+그네,,,,,서울특별시 강북구청,02-901-6952,2022-08-21,3080000,서울특별시 강북구
11305-00042,무너미,어린이공원,,서울특별시 강북구 수유동 281-2,37.6460654,127.0127414,380,,조합놀이대+시소,,,,,서울특별시 강북구청,02-901-6952,2022-08-21,3080000,서울특별시 강북구
11305-00043,빨래골,어린이공원,,서울특별시 강북구 수유1동 475-115,37.6294229,127.0148533,476,,조합놀이대+시소+흔들놀이,,,,,서울특별시 강북구청,02-901-6952,2022-08-21,3080000,서울특별시 강북구
11305-00044,장미원,어린이공원,,서울특별시 강북구 수유2동 276-10,37.6464688,127.0157277,340,,조합놀이대,,,,,서울특별시 강북구청,02-901-6952,2022-08-21,3080000,서울특별시 강북구
11305-00045,솔밭근린공원,근린공원,,서울특별시 강북구 우이동 80,37.6530083,127.012253,34955,배드민턴장,조합놀이대+그네+흔들놀이,화장실,야외무대+장기바둑쉼터+놀이마당,바닥분수,1996-10-18,서울특별시 강북구청,02-901-6953,2022-08-21,3080000,서울특별시 강북구
11305-00046,송중동,어린이공원,,서울특별시 강북구 송중동 128-8,37.6225901,127.0286277,376.9,,,,,,1964-10-16,서울특별시 강북구청,02-901-6952,2022-08-21,3080000,서울특별시 강북구
11305-00047,소귀,어린이공원,,서울특별시 강북구 수유3동 25-1,37.6385644,127.0186984,961,,조합놀이대,,,,1965-11-08,서울특별시 강북구청,02-901-6952,2022-08-21,3080000,서울특별시 강북구
11305-00048,북한산근린공원,근린공원,,서울특별시 강북구 미아동 산108-19,37.6210716,127.0083592,123527.6,,,,,,1983-04-02,서울특별시 강북구청,02-901-6927,2022-08-21,3080000,서울특별시 강북구
46830-00008,역사공원42,역사공원,,전라남도 영암군 군서면 서구림리 783-2,34.761042,126.617375,59875,,,,,,2009-04-13,,,2022-11-16,4940000,전라남도 영암군
11305-00049,보등골,어린이공원,,서울특별시 강북구 인수동 605-209,37.6350571,127.0184273,869,,조합놀이대,,,,1999-02-19,서울특별시 강북구청,02-901-6952,2022-08-21,3080000,서울특별시 강북구
11305-00050,미아12-1,소공원,,서울특별시 강북구 미아동 812-5,37.61628296,127.0195237,1637,,,,,,2005-11-10,서울특별시 강북구청,02-901-6952,2022-08-21,3080000,서울특별시 강북구
11305-00051,미아12-2,소공원,,서울특별시 강북구 미아동 812-3,37.6167822,127.0214537,1920,,,,,,2005-11-10,서울특별시 강북구청,02-901-6952,2022-08-21,3080000,서울특별시 강북구
11305-00052,미아9-1,어린이공원,,서울특별시 강북구 송중동 1369-1,37.6207197,127.0335003,2828,,조합놀이대,,,,2007-08-30,서울특별시 강북구청,02-901-6952,2022-08-21,3080000,서울특별시 강북구
11305-00053,어울림,소공원,,서울특별시 강북구 송중동 4-1,37.6168529,127.0355326,1923,,흔들놀이,,,,2009-05-07,서울특별시 강북구청,02-901-6952,2022-08-21,3080000,서울특별시 강북구
11305-00054,미아5구역,소공원,,서울특별시 강북구 송천동 476-252,37.6125192,127.0267764,856,,,,,,2010-03-18,서울특별시 강북구청,02-901-6952,2022-08-21,3080000,서울특별시 강북구
11305-00055,우이동가족캠핑장,문화공원,,서울특별시 강북구 우이동 316,37.6658412,127.0117894,11561,,,주차장+매점+화장실,,캠핑장+글램핑장,2018-02-22,서울특별시 강북구청,02-901-6923,2022-08-21,3080000,서울특별시 강북구
11305-00056,오동도시자연공원,기타,,서울특별시 강북구 번동 산27-5,37.62379857,127.0341655,327925.6,,,,,,2020-06-29,서울특별시 강북구청,02-901-6929,2022-08-21,3080000,서울특별시 강북구
47170-00046,낙동공원,근린공원,경상북도 안동시 먼달길 31,경상북도 안동시 정하동 342-45,36.550795,128.723483,151909,,자연놀이터,주차장1+주차장3+주차장2,보훈회관+충혼탑+영호루+야외소공연장,녹지,1967-04-20,경상북도 안동시청,054-840-5407,2022-08-30,5070000,경상북도 안동시
47170-00050,태화봉공원,근린공원,경상북도 안동시 어가골아랫길 31,경상북도 안동시 태화동 산38-8,36.559882,128.707961,20483,,,전망대+음수대,,녹지,1967-04-20,경상북도 안동시청,054-840-5407,2022-08-30,5070000,경상북도 안동시
47170-00083,옥현공원,근린공원,,경상북도 안동시 옥동 산17,36.56793131,128.7003312,21365,,자가발전광장,화장실+주차장1+주차장2+주차장4+주차장3,도서관,녹지,1967-04-20,경상북도 안동시청,054-840-5407,2022-08-30,5070000,경상북도 안동시
47170-00092,명륜공원,근린공원,경상북도 안동시 범석골길 52-3,경상북도 안동시 안막동 산144,36.575005,128.730335,7505,,,주차장,명륜별서,녹지,1967-04-20,경상북도 안동시청,054-840-5407,2022-08-30,5070000,경상북도 안동시
47170-00099,임청각공원,역사공원,경상북도 안동시 임청각길 63,경상북도 안동시 법흥동 17-14,36.56511062,128.7446868,132217,,,,,,1967-04-20,경상북도 안동시청,054-840-5407,2022-08-30,5070000,경상북도 안동시
26710-00001,교리근린공원,근린공원,,부산광역시 기장군 기장읍 교리 산 34-8,35.25526503,129.2143411,21807,온몸근육풀기외 2종,조합놀이대,,,정자 외 2종,2010-11-03,부산광역시 기장군청,051-709-4535,2022-11-23,3400000,부산광역시 기장군
26710-00002,굿거리언덕공원,근린공원,,부산광역시 기장군 기장읍 내리 800,35.19873169,129.207608,12124.3,온몸노젓기외 4종,,,,정자 외 3 종,2009-06-30,부산광역시 기장군청,051-709-4535,2022-11-23,3400000,부산광역시 기장군
26710-00003,솔바람언덕공원,근린공원,,부산광역시 기장군 기장읍 내리 802,35.20856226,129.2049563,13989.1,양팔줄당기기외 10종,조합놀이대 외 1종,관리사무소 등,,등의자 외 4종,2011-06-01,부산광역시 기장군청,051-709-4535,2022-11-23,3400000,부산광역시 기장군
26710-00004,동부근린공원,근린공원,부산광역시 기장군 기장읍 반송로 1618,부산광역시 기장군 기장읍 동부리 428,35.25007433,129.2153044,20287,오팔펴기 외 19종,조합놀이대 외 1종,관리사무소 등,도서관,정자 외 4종,2007-08-22,부산광역시 기장군청,051-709-4535,2022-11-23,3400000,부산광역시 기장군
26710-00005,길천공원,근린공원,,부산광역시 기장군 장안읍 길천리 산 109-9,35.32779759,129.2843173,9454,달리기 외 7종,,화장실,,파고라 외 1종,2010-11-03,부산광역시 기장군청,051-709-4535,2022-11-23,3400000,부산광역시 기장군
26710-00006,명례공원,근린공원,,부산광역시 기장군 장안읍 장안리 697,35.36617696,129.2530917,46118.3,하늘걷기 외 3종,,,,파고라 외 2종,2013-12-18,부산광역시 기장군청,051-709-4535,2022-11-23,3400000,부산광역시 기장군
26710-00007,울례공원,근린공원,,부산광역시 기장군 장안읍 명례리 893,35.37513002,129.2502451,17404,배드민턴지주 등,,,,파고라 외 1종,2013-12-18,부산광역시 기장군청,051-709-4535,2022-11-23,3400000,부산광역시 기장군
26710-00008,근린공원,근린공원,,부산광역시 기장군 장안읍 반룡리 870,35.33366888,129.2627488,152125.4,하늘걷기 외 8종,조합놀이대,화장실,,파고라 외 3종,2010-10-06,부산광역시 기장군청,051-709-4535,2022-11-23,3400000,부산광역시 기장군
26710-00009,근린공원,근린공원,,부산광역시 기장군 장안읍 월내리 662-3,35.32458309,129.2599127,26261.1,하늘걷기 외 7종,,,,파고라 외 2종,2010-10-06,부산광역시 기장군청,051-709-4535,2022-11-23,3400000,부산광역시 기장군
26710-00010,불광산근린공원,근린공원,,부산광역시 기장군 장안읍 장안리 산 53-1,35.377115,129.2325453,7404000,,,화장실 외 1개소,,없음,2005-10-19,부산광역시 기장군청,051-709-4535,2022-11-23,3400000,부산광역시 기장군
